2025-05-13 16:30:24,485 - DEBUG - [algo] | Using cached balances (age=40.9s)
2025-05-13 16:38:43,686 - DEBUG - [algo] | Using cached balances (age=58.5s)
2025-05-13 16:38:43,687 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:43,687 - DEBUG - [algo] | Using cached balances (age=58.5s)
2025-05-13 16:38:43,688 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:43,794 - DEBUG - [algo] | Using cached balances (age=58.6s)
2025-05-13 16:38:43,795 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:43,795 - DEBUG - [algo] | Using cached balances (age=58.6s)
2025-05-13 16:38:43,796 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:44,210 - DEBUG - [algo] | Using cached balances (age=59.0s)
2025-05-13 16:38:44,211 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:44,211 - DEBUG - [algo] | Using cached balances (age=59.0s)
2025-05-13 16:38:44,212 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:44,310 - DEBUG - [algo] | Using cached balances (age=59.1s)
2025-05-13 16:38:44,311 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:44,312 - DEBUG - [algo] | Using cached balances (age=59.1s)
2025-05-13 16:38:44,313 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:44,381 - DEBUG - [db] Opening new session
2025-05-13 16:38:44,381 - DEBUG - [db] list_trades_by_symbol → symbol=KAS-USDT skip=0 limit=1000
2025-05-13 16:38:44,383 - DEBUG - [db] Session closed
2025-05-13 16:38:44,384 - INFO - 172.18.0.1:45962 - "GET /algo/trades HTTP/1.1" 200
2025-05-13 16:38:44,639 - DEBUG - [algo] | Using cached balances (age=59.5s)
2025-05-13 16:38:44,640 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:44,640 - DEBUG - [algo] | Using cached balances (age=59.5s)
2025-05-13 16:38:44,641 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:44,744 - DEBUG - [algo] | Using cached balances (age=59.6s)
2025-05-13 16:38:44,745 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:44,745 - DEBUG - [algo] | Using cached balances (age=59.6s)
2025-05-13 16:38:44,746 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:44,983 - DEBUG - [algo] | Using cached balances (age=59.8s)
2025-05-13 16:38:44,983 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:44,984 - DEBUG - [algo] | Using cached balances (age=59.8s)
2025-05-13 16:38:44,984 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:45,083 - DEBUG - [algo] | Using cached balances (age=59.9s)
2025-05-13 16:38:45,084 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:45,085 - DEBUG - [algo] | Using cached balances (age=59.9s)
2025-05-13 16:38:45,085 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:45,179 - DEBUG - [algo] | Balance cache stale or empty (last_fetch=1747154265.1663742), fetching fresh…
2025-05-13 16:38:45,375 - DEBUG - [algo] | Raw accounts from KuCoin: [{'id': '681e6f603f6ecb0007a30b48', 'currency': 'USDT', 'type': 'main', 'balance': '87.158295', 'available': '87.158295', 'holds': '0'}, {'id': '124522476349450', 'currency': 'USDT', 'type': 'trade', 'balance': '8.67743602', 'available': '8.67743602', 'holds': '0'}, {'id': '124539329304586', 'currency': 'KAS', 'type': 'trade', 'balance': '0', 'available': '0', 'holds': '0'}, {'id': '124523352873994', 'currency': 'KCS', 'type': 'trade', 'balance': '0', 'available': '0', 'holds': '0'}]
2025-05-13 16:38:45,376 - DEBUG - [algo] | Rebuilt balance cache (trade accounts): {'USDT': 8.67743602, 'KAS': 0.0, 'KCS': 0.0}
2025-05-13 16:38:45,376 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:45,377 - DEBUG - [algo] | Using cached balances (age=0.2s)
2025-05-13 16:38:45,377 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:45,378 - DEBUG - [algo] | Using cached balances (age=0.2s)
2025-05-13 16:38:45,378 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:45,379 - DEBUG - [algo] | Using cached balances (age=0.2s)
2025-05-13 16:38:45,379 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:45,432 - INFO - [kc] | GET /kc/orders/open_position from 172.18.0.1
2025-05-13 16:38:45,432 - DEBUG - [db] Opening new session
2025-05-13 16:38:45,433 - DEBUG - [db] get_last_trade_by_symbol → symbol=KAS-USDT
2025-05-13 16:38:45,435 - DEBUG - [db] Session closed
2025-05-13 16:38:45,436 - INFO - 172.18.0.1:45962 - "GET /kc/orders/open_position HTTP/1.1" 200
2025-05-13 16:38:45,637 - DEBUG - [algo] | Using cached balances (age=0.5s)
2025-05-13 16:38:45,638 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:45,638 - DEBUG - [algo] | Using cached balances (age=0.5s)
2025-05-13 16:38:45,639 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:45,741 - DEBUG - [algo] | Using cached balances (age=0.6s)
2025-05-13 16:38:45,742 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:45,742 - DEBUG - [algo] | Using cached balances (age=0.6s)
2025-05-13 16:38:45,743 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:45,846 - DEBUG - [algo] | Using cached balances (age=0.7s)
2025-05-13 16:38:45,847 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:45,847 - DEBUG - [algo] | Using cached balances (age=0.7s)
2025-05-13 16:38:45,848 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:45,971 - DEBUG - [algo] | Using cached balances (age=0.8s)
2025-05-13 16:38:45,974 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:45,976 - DEBUG - [algo] | Using cached balances (age=0.8s)
2025-05-13 16:38:45,977 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:46,129 - DEBUG - [algo] | Using cached balances (age=0.9s)
2025-05-13 16:38:46,130 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:46,130 - DEBUG - [algo] | Using cached balances (age=1.0s)
2025-05-13 16:38:46,131 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:46,327 - DEBUG - [algo] | Using cached balances (age=1.1s)
2025-05-13 16:38:46,328 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:46,328 - DEBUG - [algo] | Using cached balances (age=1.1s)
2025-05-13 16:38:46,329 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:46,443 - DEBUG - [algo] | Using cached balances (age=1.3s)
2025-05-13 16:38:46,444 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:46,445 - DEBUG - [algo] | Using cached balances (age=1.3s)
2025-05-13 16:38:46,445 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:46,545 - DEBUG - [algo] | Using cached balances (age=1.4s)
2025-05-13 16:38:46,546 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:46,546 - DEBUG - [algo] | Using cached balances (age=1.4s)
2025-05-13 16:38:46,547 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:46,642 - DEBUG - [algo] | Using cached balances (age=1.5s)
2025-05-13 16:38:46,643 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:46,643 - DEBUG - [algo] | Using cached balances (age=1.5s)
2025-05-13 16:38:46,644 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:46,748 - DEBUG - [algo] | Using cached balances (age=1.6s)
2025-05-13 16:38:46,748 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:46,749 - DEBUG - [algo] | Using cached balances (age=1.6s)
2025-05-13 16:38:46,749 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:46,853 - DEBUG - [algo] | Using cached balances (age=1.7s)
2025-05-13 16:38:46,853 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:46,854 - DEBUG - [algo] | Using cached balances (age=1.7s)
2025-05-13 16:38:46,854 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:46,973 - DEBUG - [algo] | Using cached balances (age=1.8s)
2025-05-13 16:38:46,974 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:46,974 - DEBUG - [algo] | Using cached balances (age=1.8s)
2025-05-13 16:38:46,975 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:47,181 - DEBUG - [algo] | Using cached balances (age=2.0s)
2025-05-13 16:38:47,182 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:47,183 - DEBUG - [algo] | Using cached balances (age=2.0s)
2025-05-13 16:38:47,184 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:47,291 - DEBUG - [algo] | Using cached balances (age=2.1s)
2025-05-13 16:38:47,291 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:47,292 - DEBUG - [algo] | Using cached balances (age=2.1s)
2025-05-13 16:38:47,292 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:47,498 - DEBUG - [algo] | Using cached balances (age=2.3s)
2025-05-13 16:38:47,499 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:47,499 - DEBUG - [algo] | Using cached balances (age=2.3s)
2025-05-13 16:38:47,500 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:47,599 - DEBUG - [algo] | Using cached balances (age=2.4s)
2025-05-13 16:38:47,599 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:47,600 - DEBUG - [algo] | Using cached balances (age=2.4s)
2025-05-13 16:38:47,600 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:47,701 - DEBUG - [algo] | Using cached balances (age=2.5s)
2025-05-13 16:38:47,701 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:47,702 - DEBUG - [algo] | Using cached balances (age=2.5s)
2025-05-13 16:38:47,702 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:47,804 - DEBUG - [algo] | Using cached balances (age=2.6s)
2025-05-13 16:38:47,805 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:47,805 - DEBUG - [algo] | Using cached balances (age=2.6s)
2025-05-13 16:38:47,806 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:47,906 - DEBUG - [algo] | Using cached balances (age=2.7s)
2025-05-13 16:38:47,907 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:47,907 - DEBUG - [algo] | Using cached balances (age=2.7s)
2025-05-13 16:38:47,908 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:48,009 - DEBUG - [algo] | Using cached balances (age=2.8s)
2025-05-13 16:38:48,010 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:48,010 - DEBUG - [algo] | Using cached balances (age=2.8s)
2025-05-13 16:38:48,011 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:48,216 - DEBUG - [algo] | Using cached balances (age=3.0s)
2025-05-13 16:38:48,217 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:48,217 - DEBUG - [algo] | Using cached balances (age=3.0s)
2025-05-13 16:38:48,218 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:48,321 - DEBUG - [algo] | Using cached balances (age=3.1s)
2025-05-13 16:38:48,322 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:48,322 - DEBUG - [algo] | Using cached balances (age=3.1s)
2025-05-13 16:38:48,322 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:48,425 - DEBUG - [algo] | Using cached balances (age=3.2s)
2025-05-13 16:38:48,426 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:48,427 - DEBUG - [algo] | Using cached balances (age=3.2s)
2025-05-13 16:38:48,427 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:48,533 - DEBUG - [algo] | Using cached balances (age=3.4s)
2025-05-13 16:38:48,534 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:48,535 - DEBUG - [algo] | Using cached balances (age=3.4s)
2025-05-13 16:38:48,536 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:48,631 - DEBUG - [algo] | Using cached balances (age=3.5s)
2025-05-13 16:38:48,631 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:48,632 - DEBUG - [algo] | Using cached balances (age=3.5s)
2025-05-13 16:38:48,632 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:48,733 - DEBUG - [algo] | Using cached balances (age=3.6s)
2025-05-13 16:38:48,734 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:48,735 - DEBUG - [algo] | Using cached balances (age=3.6s)
2025-05-13 16:38:48,735 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:48,840 - DEBUG - [algo] | Using cached balances (age=3.7s)
2025-05-13 16:38:48,841 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:48,841 - DEBUG - [algo] | Using cached balances (age=3.7s)
2025-05-13 16:38:48,842 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:48,938 - DEBUG - [algo] | Using cached balances (age=3.8s)
2025-05-13 16:38:48,939 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:48,940 - DEBUG - [algo] | Using cached balances (age=3.8s)
2025-05-13 16:38:48,940 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:49,082 - DEBUG - [kclive] | TICK KAS-USDT  1747154329108000000,0.12511,462.4868
2025-05-13 16:38:49,083 - DEBUG - [algo] | Using cached balances (age=3.9s)
2025-05-13 16:38:49,084 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:49,085 - DEBUG - [algo] | Using cached balances (age=3.9s)
2025-05-13 16:38:49,085 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:49,086 - DEBUG - [kclive] | TICK KAS-USDT  1747154329108000000,0.12511,1935
2025-05-13 16:38:49,087 - DEBUG - [algo] | Using cached balances (age=3.9s)
2025-05-13 16:38:49,087 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:49,088 - DEBUG - [algo] | Using cached balances (age=3.9s)
2025-05-13 16:38:49,088 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:49,089 - DEBUG - [kclive] | TICK KAS-USDT  1747154329108000000,0.12516,2512.0745
2025-05-13 16:38:49,089 - DEBUG - [algo] | Using cached balances (age=3.9s)
2025-05-13 16:38:49,090 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:49,090 - DEBUG - [algo] | Using cached balances (age=3.9s)
2025-05-13 16:38:49,090 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:49,091 - DEBUG - [kclive] | TICK KAS-USDT  1747154329108000000,0.12517,1390.2622
2025-05-13 16:38:49,092 - DEBUG - [algo] | Using cached balances (age=3.9s)
2025-05-13 16:38:49,092 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:49,092 - DEBUG - [algo] | Using cached balances (age=3.9s)
2025-05-13 16:38:49,093 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:49,094 - DEBUG - [kclive] | TICK KAS-USDT  1747154329108000000,0.12523,169.1954
2025-05-13 16:38:49,094 - DEBUG - [algo] | Using cached balances (age=3.9s)
2025-05-13 16:38:49,094 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:49,095 - DEBUG - [algo] | Using cached balances (age=3.9s)
2025-05-13 16:38:49,095 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:49,096 - DEBUG - [kclive] | TICK KAS-USDT  1747154329108000000,0.12524,1935
2025-05-13 16:38:49,096 - DEBUG - [algo] | Using cached balances (age=3.9s)
2025-05-13 16:38:49,097 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:49,097 - DEBUG - [algo] | Using cached balances (age=3.9s)
2025-05-13 16:38:49,098 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:49,098 - DEBUG - [kclive] | TICK KAS-USDT  1747154329108000000,0.12525,2398.3691
2025-05-13 16:38:49,099 - DEBUG - [algo] | Using cached balances (age=3.9s)
2025-05-13 16:38:49,099 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:49,100 - DEBUG - [algo] | Using cached balances (age=3.9s)
2025-05-13 16:38:49,100 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:49,101 - DEBUG - [kclive] | TICK KAS-USDT  1747154329109000000,0.12526,7994.5637
2025-05-13 16:38:49,102 - DEBUG - [algo] | Using cached balances (age=3.9s)
2025-05-13 16:38:49,102 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:49,103 - DEBUG - [algo] | Using cached balances (age=3.9s)
2025-05-13 16:38:49,103 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:49,104 - DEBUG - [kclive] | TICK KAS-USDT  1747154329111000000,0.12528,1385.408
2025-05-13 16:38:49,105 - DEBUG - [algo] | Using cached balances (age=3.9s)
2025-05-13 16:38:49,106 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:49,106 - DEBUG - [algo] | Using cached balances (age=3.9s)
2025-05-13 16:38:49,107 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:49,107 - DEBUG - [kclive] | TICK KAS-USDT  1747154329115000000,0.12532,4107.2145
2025-05-13 16:38:49,108 - DEBUG - [algo] | Using cached balances (age=3.9s)
2025-05-13 16:38:49,108 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:49,108 - DEBUG - [algo] | Using cached balances (age=3.9s)
2025-05-13 16:38:49,109 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:49,139 - DEBUG - [kclive] | TICK KAS-USDT  1747154329168000000,0.12545,1202.5999
2025-05-13 16:38:49,140 - DEBUG - [algo] | Using cached balances (age=4.0s)
2025-05-13 16:38:49,141 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:49,141 - DEBUG - [algo] | Using cached balances (age=4.0s)
2025-05-13 16:38:49,141 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:49,151 - DEBUG - [kclive] | TICK KAS-USDT  1747154329176000000,0.12545,670
2025-05-13 16:38:49,152 - DEBUG - [algo] | Using cached balances (age=4.0s)
2025-05-13 16:38:49,152 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:49,153 - DEBUG - [algo] | Using cached balances (age=4.0s)
2025-05-13 16:38:49,153 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:49,154 - DEBUG - [algo] | Using cached balances (age=4.0s)
2025-05-13 16:38:49,154 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:49,154 - DEBUG - [algo] | Using cached balances (age=4.0s)
2025-05-13 16:38:49,155 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:49,165 - DEBUG - [kclive] | TICK KAS-USDT  1747154329194000000,0.12546,277.7317
2025-05-13 16:38:49,166 - DEBUG - [algo] | Using cached balances (age=4.0s)
2025-05-13 16:38:49,167 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:49,167 - DEBUG - [algo] | Using cached balances (age=4.0s)
2025-05-13 16:38:49,167 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:49,251 - DEBUG - [algo] | Using cached balances (age=4.1s)
2025-05-13 16:38:49,252 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:49,252 - DEBUG - [algo] | Using cached balances (age=4.1s)
2025-05-13 16:38:49,253 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:49,361 - DEBUG - [algo] | Using cached balances (age=4.2s)
2025-05-13 16:38:49,362 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:49,362 - DEBUG - [algo] | Using cached balances (age=4.2s)
2025-05-13 16:38:49,363 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:49,366 - DEBUG - [db] Opening new session
